BUS STOP ID,STOP_NAME,DESCRIPTION,LATITUDE,LONGITUDE,# BENCHES,# TRASHCANS,# SHELTERS,SHELTER_TYPE,# BIKERACKS
1096,Oaks Square Complex,Eastbound Newberry RD @ Farside NW 69th TER,29.65946677,-82.41602916,1,1,1,concrete,2
1097,Oaks Mall,Eastbound Newberry RD @ Nearside Oaks Mall,29.6595136,-82.41387533,0,0,0,,0
1098,North Florida Regional Medical Center,Westbound Newberry RD @ Nearside NW 66th ST,29.65975009,-82.41200955,2,1,1,Metal,0
1099,Subway @ Newberry RD,Westbound Newberry RD @ Nearside Oaks Mall,29.65977394,-82.41347966,0,0,0,,0
1100,West Newberry Road @ NW 69th Ter,Westbound Newberry RD @ Nearside NW 69th TER,29.65976794,-82.41598699,1,1,0,,0
1101,Tower Plaza,Southbound NW 75th ST @ Farside Newberry RD,29.65816185,-82.42250356,1,1,0,,0
1102,Advance Auto Parts,Southbound NW 75th ST @ Farside NW 4th BLVD,29.65541772,-82.42251383,2,1,1,Metal,0
1103,Tower Hill,Southbound NW 75th ST @ Nearside W University AVE,29.65354761,-82.42253182,0,0,0,,0
1104,The Gardens Apartments,Southbound SW 75th ST @ Nearside SW 1st PL,29.651929,-82.422549,2,0,1,Wood,0
1105,Cricket Club Apartments,Southbound SW 75th ST @ Nearside SW 8th AVE,29.64811325,-82.42253801,0,0,0,,0
1106,The Woodlands Neighborhood,Southbound SW 75th ST @ Farside SW 10th PL,29.642743,-82.422518,1,0,0,,0
1108,Sunrise Subdivision,Southbound SW 75th ST @ Farside SW 19th PL,29.635027,-82.422532,0,0,0,,0
1109,Tower 24 Shopping Center,Southbound SW 75th ST @ Nearside SW 26th AVE,29.62891728,-82.42259316,1,1,1,Architectural,0
1110,Tower Road Library,Southbound SW 75th ST @ Farside SW 26th AVE,29.625845,-82.422583,1,1,0,,0
1111,Kenwood Neighborhood,Southbound SW 75th ST @ Farside SW 36th AVE,29.62092178,-82.42260949,0,0,0,,0
1112,Veterans Memorial Park,Southbound SW 75th ST @ Farside SW 42nd AVE,29.61553949,-82.42262195,1,0,0,,0
1113,Tower Village,Southbound SW 75th ST @ Farside SW 45th PL,29.61239305,-82.42263565,1,1,0,,0
1114,Haile Plantation Neighborhood,Southbound SW 75th ST @ Farside SW 46th BLVD,29.60947168,-82.42268737,0,0,0,,0
1115,Stillwind Neighborhood,Southbound SW 75th ST @ Farside SW 51st BLVD,29.60621978,-82.42272966,1,1,0,,0
1116,Valwood Neighborhood,Southbound SW 75th ST @ Nearside SW 53rd PL,29.60431939,-82.42274691,1,0,0,,0
1117,Tower Square @ SW 75th Street,Southbound SW 75th ST @ Farside SW 58th PL,29.60064031,-82.42148124,1,1,0,,0
1118,Arredondo Farms,Eastbound Archer RD @ Farside SW 75th ST,29.60028214,-82.41839532,1,0,0,,0
1119,Dollar General @ SW Archer Rd,Eastbound Archer RD @ Farside SW 69th TER,29.60170664,-82.41567649,1,0,0,,0
1120,Life Storage,Eastbound Archer RD @ Nearside SW  66th ST,29.6030822,-82.41306912,1,1,0,,0
1121,Radiant Credit Union @ Archer Rd,Eastbound Archer RD @ Nearside SW 63rd BLVD,29.60508744,-82.40924596,1,0,0,,0
1122,Westgate Manor Eastbound,Eastbound Archer RD @ Farside SW 51st LN,29.60701778,-82.40561283,1,0,0,,0
1123,Broken Arrow Bluff,Eastbound Archer RD @ Nearside SW 56th TER,29.60815178,-82.40338933,1,0,0,,0
1124,Dogwood Dog Park,Eastbound Archer RD @ Nearside SW 52nd TER,29.60927628,-82.40128033,0,0,0,,0
1125,Hailey Forest Condominiums,Eastbound Archer RD @ Farside SW 50th ST,29.61197311,-82.3961685,1,0,0,,0
1126,Haystacks Community,Eastbound Archer RD @ Nearside SW 47th TER,29.61312134,-82.3939459,1,0,0,,0
1127,Archer Rd @ SW 44th St,Eastbound Archer RD @ Nearside SW 44th ST,29.61473602,-82.39068014,0,0,0,,0
1133,Fraternity Row @ West Fraternity Dr,Westbound Fraternity Row @ Nearside W Fraternity *,29.64786727,-82.35799618,0,0,0,,0
1135,Shands Visitor Parking,Westbound Mowry RD @ Farside Center DR,29.63963673,-82.3472878,1,0,0,,0
1136,Wilmot Gardens,Westbound Mowry RD @ Nearside Gale Lemerand DR,29.639628,-82.349386,0,0,0,,0
1137,Savannah Place Apartments,Westbound SW 35th PL @ Farside SW 23rd TER,29.62024928,-82.35669501,0,0,0,,0
1138,Arbor Apartments,Westbound SW 35th PL @ Farside SW 23rd TER,29.62010093,-82.35852871,0,0,0,,0
1139,Casablanca Apartments,Westbound SW 35th PL @ Nearside SW 27th ST,29.61991231,-82.36126334,0,0,0,,0
1140,Southbound SW 27th Street @ SW 35th Place,Southbound SW 27th ST @ Farside SW 35th PL,29.61930232,-82.36289011,0,0,0,,0
1141,Wilmot Gardens,Eastbound Mowry RD @ Farside Gale Lemerand DR,29.63938779,-82.34971485,0,0,0,,0
1144,Fraternity Row,Northbound Fraternity Row @ Farside Museum RD,29.64644677,-82.35797018,0,2,1,Metal,0
1145,Fraternity Row II across Springs,Eastbound Fraternity Row @ Farside W Fraternity R*,29.64831477,-82.35759684,3,2,1,Metal,0
1146,Beta Theta Pi across Springs,Eastbound Fraternity Row @ Nearside Woodlawn DR,29.648522,-82.35645,1,2,0,,0
1152,Florida Gym,Westbound Stadium RD @ Nearside Gale Lemerand DR,29.6486886,-82.34743618,0,3,0,,0
1153,Tolbert Residence Hall,Southbound Gale Lemerand DR @ Farside Stadium RD,29.64774577,-82.34980435,2,3,1,Metal,0
1154,Graham Hall,Southbound Gale Lemerand DR @ Nearside Museum RD,29.64594194,-82.35043051,0,0,0,,10
1159,Phi Kappa Tau,Eastbound SW 2nd AVE @ Farside SW 13th ST,29.65018494,-82.33867202,1,1,1,Metal,0
1161,Springs Residence Building,Westbound Fraternity Row @ Farside Woodlawn DR,29.648637,-82.356544,0,0,0,,0
1163,Sonny's Barbecue @ Waldo Road,Northbound Waldo RD @ Nearside NE 27th AVE,29.67595465,-82.29522281,0,0,0,,0
1164,Waldo Road @ NW 31st Ave,Northbound Waldo RD @ Farside NE 31st AVE,29.68146736,-82.29147611,0,0,0,,0
1165,Hills Mini Storage,Westbound NE 39th Ave @ Farside Waldo Rd,29.68572746,-82.29036362,0,0,0,,0
1166,Ironwood Golf Course,Westbound NE 39th AVE @ Nearside Waldo RD,29.688154,-82.297072,0,0,0,,0
1168,Northwood Oaks Neighborhood,Northbound NW 34th ST @ Farside NW 54th AVE,29.70400748,-82.36210877,0,0,0,,0
1169,Northwood Pines Neighborhood,Northbound NW 34th ST @ Nearside NW 25th TER,29.704937,-82.360048,0,0,0,,0
1170,Pine Ridge Apartments,Northbound NW 34th ST @ Nearside NW 23rd TER,29.70629198,-82.35698748,0,0,0,,0
1173,Southwest Recreation Center,Eastbound Hull RD @ Farside Bledsoe DR,29.63757261,-82.36858601,0,5,1,Metal,0
1174,Lacrosse Field,Eastbound Hull RD @ Nearside Natural Area DR,29.63758708,-82.36517442,0,0,0,,0
1176,Fifield Hall,Eastbound Hull RD @ Nearside Ballpark WY,29.63759058,-82.36225394,2,2,1,Metal,0
1177,Fifield Hall,Westbound Hull RD @ Nearside Ballpark WY,29.63770064,-82.36180602,0,0,0,,0
1179,Pressly Softball Stadium,Westbound Hull RD @ Farside Natural Area DR,29.63769387,-82.36524344,0,0,0,,0
1180,Southwest Recreation Center,Westbound Hull RD @ Nearside Bledsoe DR,29.63778644,-82.36834551,0,0,0,,0
1181,UF Orthopaedics Institute,Westbound Hull RD @ Farside SW 34th ST,29.637769,-82.37404,1,0,0,,0
1183,Cultural Plaza Park and Ride 1,Eastbound Hull RD @ Farside Bledsoe DR,29.63673627,-82.36795351,0,2,1,Concrete,0
1184,Weed Science Building,Northbound Museum RD @ Farside Hull RD,29.63879661,-82.36410284,0,0,0,,0
1185,Microbiology/Cell Science Building,Northbound Museum RD @ Farside Radio Rd,29.64026163,-82.36410017,0,2,1,Metal,0
1186,Lakeside Residential Building,Southbound Museum RD @ Farside Radio RD,29.64125278,-82.36422348,0,0,0,,0
1187,Microbiology/Cell Science Building,Southbound Museum RD @ Nearside Radio RD,29.64035567,-82.36422788,0,0,0,,0
1189,Corry Village,Westbound West Fraternity DR @ Nearside Village DR,29.64777227,-82.36005001,0,0,0,,0
1192,Turlington Hall,Southbound Newell DR @ Farside Union RD,29.648079,-82.343575,0,2,0,,0
1193,Rawlings Hall,Southbound Newell DR @ Nearside McCarty DR,29.64660765,-82.34357212,0,0,0,,0
1196,Animal Science Building,Southbound Shealy DR @ Farside SW 16th AVE,29.63158944,-82.35143001,1,1,0,,0
1197,Webb Livestock Pavilion,Southbound Shealy DR @ Farside SW 16th AVE,29.63396811,-82.35122301,0,0,0,,0
1199,VA Hospital @ Archer Rd,Eastbound Archer RD @ Farside Center DR,29.63823338,-82.34558953,1,1,0,,0
1206,Arlington Square Apartments,Northbound SE 3rd ST @ Nearside SE 2nd PL,29.64951749,-82.32230172,1,1,0,,0
1207,Century Tower,Northbound Newell DR @ Nearside Stadium RD,29.6488896,-82.34342168,0,0,0,,0
1209,Oxford Terrace Apartments,Southbound SW 9th ST @ Nearside SW Depot AVE,29.643225,-82.333698,1,1,1,Metal,0
1213,Hideaway Apartments,Southbound SW 27th ST @ Nearside SW 40th PL,29.61353495,-82.36227118,0,0,0,,0
1214,Corry Village,Northbound Village DR @ Nearside W Fraternity Row,29.64761044,-82.36005034,1,2,0,,0
1216,Arlington Square Apartments,Southbound SE 3rd ST @ Nearside SE 2nd PL,29.649863,-82.322475,1,1,1,Metal,0
1217,Malcolm Randall VA Medical Center,Westbound SW 16th AVE @ Nearside Shealy DR,29.63517394,-82.34565052,0,0,0,,0
1219,Webb Livestock Pavilion,Northbound Shealy DR @ Nearside SW 16th AVE,29.63398861,-82.35110535,0,0,1,Metal,0
1221,Eastbound NW 23rd Avenue @ NW 13th Street,Eastbound NW 23rd AVE @ Farside NW 13th ST,29.67389077,-82.33804002,1,1,1,Metal,0
1222,Hearing Aid Gainesville,Eastbound NW 23rd TER @ Nearside NW 10th ST,29.67386727,-82.33510752,1,0,0,,0
1223,Forest Meadows Funeral Home,Eastbound NW 23rd TER @ Nearside NW 6th ST,29.67384561,-82.33164838,0,0,0,,0
1234,Super Wal-mart @ NE 12th Avenue,Eastbound NE 12th AVE @ Farside Waldo RD,29.66261543,-82.30242286,3,1,1,Metal,3
1235,Super Wal-mart @ NE 12th Avenue,Westbound NE 12th AVE @ Nearside Waldo RD,29.66283893,-82.30220653,3,2,1,Metal,3
1236,Cabana Beach Apartments,Northbound SW 52nd BLVD @ Farside SW 20th AVE,29.63591311,-82.39788367,6,0,1,Wood,0
1237,Museum Walk Apartments,Eastbound Hull RD @ Nearside SW 34th ST,29.63757,-82.374965,1,1,1,Metal,2
1238,Sorority Row @ SW 11th Street,Northbound SW 11th ST @ Nearside E Panhellenic DR,29.64407144,-82.33568885,2,1,0,,0
1239,Caroline Manor Affordable Housing,Westbound E University AVE @ Nearside NE 25th ST,29.65200294,-82.2919187,1,1,1,Metal,0
1240,Northbound NE 25th Street @ NE 3rd Place,Northbound NE 25th ST @ Nearside NE 3rd PL,29.65411694,-82.29226936,1,1,0,,0
1241,Newell Drive across Hub,Westbound Stadium RD @ Farside Buckman DR,29.648691,-82.34578,2,3,0,,0
1248,Parkside II Apartments,Westbound Depot AVE @ Nearside SW 11th ST,29.642824,-82.335418,1,0,1,Metal,0
1249,SW Archer Rd @ SW 40th Blvd Westbound,Westbound Archer RD @ Nearside SW 40th BLVD,29.6194501,-82.38241633,1,0,0,,0
1250,Mobil Gas Station @ Archer Road,Westbound Archer RD @ Nearside SW 43rd ST,29.61595995,-82.38898884,1,0,0,,0
1252,Plaza Health and Rehab,Westbound Archer RD @ Farside SW 47th ST,29.61328714,-82.39417543,1,0,1,concrete,3
1253,Graham Hall,Northbound Gale Lemerand DR @ Farside Museum RD,29.64581027,-82.35025685,0,3,1,Metal,0
1254,Weil Hall,Northbound Gale Lemerand DR @ Nearside Stadium RD,29.64816727,-82.34961785,1,0,0,,0
1259,Exxon Gas Station @ E University Avenue,Westbound E University AVE @ Farside SE 43rd ST,29.65196093,-82.27293445,1,1,1,Metal,0
1261,Gardenia Gardens,Westbound NE 8th AVE @ Farside NE 17th DR,29.65926381,-82.30263686,1,0,0,,0
1264,Cottage Grove Apartments at Gainesville,Southbound SW 13th ST @ Farside SW Williston RD,29.60950178,-82.34185652,4,1,1,Wood,0
1267,University Commons Apartments,Westbound Old Archer RD @ Farside SW 23rd TER,29.63119394,-82.3632431,0,0,0,,0
1268,Brandywine Apartments,Westbound Old Archer RD @ Farside SW 28th PL,29.630199,-82.365372,0,0,0,,0
1269,Archer Court Apartments,Westbound Old Archer RD @ Nearside SW 28th Pl,29.62941028,-82.36710018,0,0,0,,0
1270,SW 32nd Ter @ Old Archer Rd,Southbound Gainesville Place Ent @ Old Archer RD,29.626849,-82.37054,0,0,0,,0
1271,Forest Park,Southbound SW 43rd ST @ Farside SW 20th LN,29.63343694,-82.38938517,0,0,0,,0
1272,Southfork Oaks,Southbound SW 43rd St @ Nearside SW 24th AVE,29.63125011,-82.38934634,1,0,0,,0
1273,Kensington Apartments @ SW 38th Terrace,Northbound SW 38th TER @ Nearside SW 20th AVE,29.6340858,-82.3810012,0,0,0,,0
1274,Krystal @ Newberry Road,Westbound Newberry RD @ Farside NW 76th ST,29.65983612,-82.42470931,1,0,0,,0
1275,Westbound Newberry Road @ Fort Clarke Boulevard,Westbound Newberry RD @ Nearside Fort Clarke BLVD,29.660448,-82.432568,0,0,0,,0
1276,Paddock Club Apartments,Northbound Fort Clarke BLVD @ Farside NW 8th AVE,29.66349677,-82.43350832,0,0,0,,0
1277,Legacy @ Fort Clarke Apartments,Northbound Fort Clarke BLVD @ Farside NW 15th PL,29.66746594,-82.43511415,0,0,0,,0
1278,Northbound Fort Clarke Boulevard @ Eagle Point,Northbound Fort Clarke BLVD @ Nearside NW 17th PL,29.66885983,-82.43690493,0,0,0,,0
1279,Hidden Oak Elementary School,Northbound Fort Clarke BLVD @ Farside NW 89th DR,29.67088794,-82.43899993,0,0,0,,0
1280,Hidden Oak Elementary School,Southbound Fort Clarke BLVD @ Nearside NW 23rd AVE,29.67081143,-82.43910265,0,0,0,,0
1283,Ft Clarke Middle School,Northbound Fort Clarke BLVD @ Nearside NW 23rd AVE,29.67417243,-82.43913349,1,0,0,,0
1284,Ft Clarke Middle School,Southbound Fort Clarke BLVD @ Farside NW 23rd AVE,29.673158,-82.439357,0,0,0,,0
1285,Southbound Fort Clarke Boulevard @ Eagle Point,Southbound Fort Clarke BLVD @ Nearside NW 17th PL,29.669047,-82.43736,0,0,0,,0
1286,Legacy @ Fort Clarke Apartments,Southbound Fort Clarke BLVD @ Nearside NW 15th PL,29.66719827,-82.43508732,0,0,0,,0
1287,Paddock Club Apartments,Southbound Fort Clarke BLVD @ Nearside NW 8th AVE,29.6633858,-82.43365953,0,0,0,,0
1288,Eastbound Newberry Road @ Fort Clarke Boulevard,Eastbound Newberry RD @ Farside Fort Clarke BLVD,29.66023527,-82.43220382,0,0,0,,0
1289,Pepboys Auto @ Newberry RD,Eastbound Newberry RD @ Nearside NW 76th BLVD,29.65959694,-82.42497132,1,0,0,,0
1290,Alachua County Courthouse,Eastbound SW 2nd AVE @ Nearside S Main ST,29.650199,-82.325192,0,0,0,,0
1294,Deco 39 Apartments @ SW 10th St,Southbound SW 10th ST @ Nearside SW 4th AVE,29.64854345,-82.33509694,0,0,0,,0
1295,Stratford Court Apartments,Southbound SW 10th ST @ Nearside SW 6th AVE,29.646832,-82.335084,0,0,0,,0
1296,Ivy House Apartment,Southbound SW 10th ST @ Nearside SW 8th AVE,29.64503178,-82.33504168,0,0,0,,0
1299,Kohl's Department Store @ SW 34th ST,Southbound SW 34th ST @ Nearside SW 35th PL,29.62349125,-82.37275221,3,1,1,Concrete,2
1300,Gainesville Jrs Volleyball Club,Southbound SW 34th ST @ Farside SW 35th PL,29.62050895,-82.37289017,1,0,0,,0
1301,Stoneridge Apartments,Southbound SW 34th ST @ Nearside SW 39th BLVD,29.61851945,-82.37269734,1,0,0,,0
1302,Greenwich Green Apartments,Westbound SW 39th BLVD @ Nearside SW 34th ST,29.61770161,-82.37470051,1,0,0,,0
1303,O2B Kids @ SW 37th BLVD,Northbound SW 39th BLVD @ Nearside Archer RD,29.61773145,-82.37770201,1,0,0,,0
1304,Regions Bank @ Archer Road,Northbound SW 39th BLVD @ Nearside Archer RD,29.6191983,-82.3790259,0,0,0,,0
1305,Best Buy @ Butler Plaza,Northbound SW 37th BLVD @ Nearside Windmeadows BL*,29.621497,-82.380736,0,0,0,,0
1306,Publix @ Butler Plaza,Southbound SW 35th BLVD @ Farside Windmeadows BLVD,29.62530641,-82.37879407,1,1,1,Metal,0
1313,Bed and Breakfast District,Eastbound SE 2nd AVE @ Nearside SE 7th ST,29.65008869,-82.31843697,0,0,0,,0
1314,Bed and Breakfast District,Westbound SE 2nd AVE @ Farside SE 7th ST,29.65032694,-82.31871036,0,0,0,,0
1315,Super Wal-Mart @ Waldo Road,Northbound Waldo RD @ Farside NE 12th AVE,29.66449535,-82.30300004,1,1,0,,0
1316,Super Wal-Mart @ Waldo Road,Southbound Waldo RD @ Nearside NE 12th AVE,29.66377693,-82.30375186,0,0,0,,0
1317,GRACE Marketplace,Eastbound NE 39th AVE @ Farside Waldo RD,29.68330445,-82.28619051,1,1,1,Metal,0
1318,GRACE Marketplace,Westbound NE 39th AVE @ Nearside Waldo RD,29.68357085,-82.28617224,1,1,0,,0
1319,Gainesville Regional Airport Outbound,Westbound Airport Access RD @ Nearside NE 39th AVE,29.67896676,-82.2766162,0,0,0,,0
1320,Gainesville Regional Airport,Westbound Airport Access RD @ Farside NE 39th AVE,29.68608393,-82.27632037,0,1,1,Metal,0
1321,The Enclave Apartments,Westbound SW 35th PL @ Nearside SW 34th ST,29.62116078,-82.36882668,0,0,0,,0
1322,Rocky Point Apartments,Westbound SW 35th PL @ Nearside SW 34th ST,29.62165178,-82.37030367,0,0,0,,0
1323,College Manor Apartments,Westbound SW 2nd AVE @ Nearside SW 13th ST,29.65033394,-82.33780135,0,0,0,,0
1324,Sorority Row,Northbound SW 11th ST @ Nearside SW 8th AVE,29.64482141,-82.33570469,0,0,0,,0
1325,Division of Blind Services,Southbound NW 43rd ST @ Nearside NW 36th AVE,29.68650376,-82.38906317,0,0,0,,0
1326,UF Counseling and Wellness Center,Eastbound Radio RD @ Farside Bledsoe DR,29.64214794,-82.36883417,0,0,1,Metal,0
1327,Eastbound SW 7th AVE @ SW 12th ST,Eastbound SW 7th AVE @ Farside SW 12th ST,29.64570394,-82.33655681,0,0,0,,0
1328,Eastbound SW 7th AVE @ SW 10th ST,Eastbound SW 7th AVE @ Nearside SW 10th ST,29.64568438,-82.33510106,0,0,0,,0
1329,Alachua County Jail,Eastbound NE 39th AVE @ Farside Waldo RD,29.68015559,-82.28020603,1,0,0,,0
1330,Alachua County Jail,Westbound NE 39th AVE @ Farside Waldo RD,29.68018568,-82.2796301,0,0,0,,0
1333,Enclave 1,Eastbound SW 32nd Terrace @ E of Main Bldg,29.62541033,-82.36779262,0,0,0,,0
1337,Enclave 5,Southbound Gainesville Place Apartments @ Nearsid*,29.62183194,-82.36547951,0,0,0,,0
1338,Sonny's Barbecue @ Waldo Road,Southbound Waldo RD @ Farside NE 27th AVE,29.676823,-82.29491,0,0,0,,0
1339,Waldo Road @ NW 31st Ave,Southbound Waldo RD @ Nearside NE 31st AVE,29.681532,-82.291746,0,0,0,,0
1341,Enclave 4,Eastbound Enclave Apartments @ Nearside Enclave A*,29.62278261,-82.36676568,0,0,0,,0
1343,Northside Park and Senior Recreation Center,Southbound NW 34th ST @ Farside NW 58th AVE,29.70792312,-82.35445424,2,1,1,Concrete,4
1349,Hilton Garden Inn,Eastbound SW 33rd PL @ Farside SW 42nd ST,29.62301617,-82.38571894,1,0,0,,0
1351,Hailey Gardens,Northbound SW 43rd ST @ Nearside SW 22nd LN,29.63139501,-82.38921346,0,0,0,,0
1352,Colonial Oaks,Northbound SW 43rd ST @ Nearside SW 21st PL,29.6329738,-82.38911929,1,0,0,,2
1353,College Park @ NW 17th ST,Northbound NW 17th ST @ Nearside NW 3rd AVE,29.653653,-82.344698,0,0,0,,1
1356,Dauer Hall,Southbound Buckman DR @ Nearside Union DR,29.65035294,-82.34477852,0,0,0,,0
1358,Children's Medical Services Center,Eastbound SW 16th AVE @ Nearside SW  16th ST,29.63505027,-82.34507235,0,0,0,,15
1359,Gainesville Healthcare Center,Northbound SW 16th ST @ Nearside Circle of Hope,29.63738241,-82.34287485,1,1,0,,0
1363,UF Health Parking Garage 2,Eastbound Mowry DR @ Nearside Center DR,29.639286,29.639286,0,0,0,,0
1364,Southbound SE 19th TER @ SE 12th AVE,Southbound SE 19th TER @ Nearside SE 12th AVE,29.640307,-82.29988,0,0,0,,0
1367,Eastbound SE 2nd AVE @ SE 10th ST,Eastbound SE 2nd AVE @ Farside SE 10th ST,29.65000762,-82.31319601,0,0,0,,0
1368,Westbound SE 2nd AVE @ SE 10th ST,Westbound SE 2nd AVE @ Nearside SE 10th Street,29.6502154,-82.31322169,0,0,0,,0
1372,Newberry Rd @ NW 75th,Westbound Newberry RD @ Nearside Tower RD,29.65981827,-82.42127949,0,0,0,,0
1373,CVS @ SW 13th ST,Northbound SW 13th ST @ Nearside SW 16th AVE,29.63604026,-82.33919856,1,1,1,Metal,4
1374,Westbound NW 39th AVE @ NW 19th TER,Westbound NW 39th AVE @ Nearside NW 19th TER,29.68863541,-82.34796719,1,0,0,,0
1392,Northbound NW 55th ST @ NW Newberry Rd,Northbound NW 55th ST @ Farside Newberry Rd,29.6603677,-82.4013443,0,0,0,,0
1393,Northbound NW 55th ST @ NW 14th AVE,Northbound NW 55th ST @ Nearside NW 14th AVE,29.66523744,-82.40143733,0,0,0,,0
1394,Southbound NW 55th ST @ NW 14th AVE,Southbound NW 55th ST @ Farside NW 14th AVE,29.66490778,-82.40161758,0,0,0,,0
1395,Southbound NW 55th ST @ NW Newberry Rd,Southbound NW 55th ST @ Nearside Newberry Rd,29.6602369,-82.4015638,0,0,0,,0
1396,Eastbound SW 24th AVE @ SW 61st ST,Eastbound SW 24th AVE @ Nearside SW 61st ST,29.64000289,-82.4065103,1,0,0,,0
1397,Westbound SW 24th AVE @ SW 61st ST,Westbound SW 24th AVE @ Farside SW 61st ST,29.63987961,-82.40643,1,0,0,,0
1398,Westbound SW 24th AVE @ SW 75th ST,Westbound SW 24th AVE @ Farside SW 75th ST,29.63061711,-82.42378699,0,0,0,,0
1400,Westbound SW 24th AVE @ SW 84th ST,Westbound SW 24th AVE @ Nearside SW 84th ST,29.63060728,-82.43185816,0,0,0,,0
1402,Westbound SW 87th DR @ SW 91st ST,Westbound SW 87th DR @ Nearside SW 91st ST,29.62838361,-82.43639485,1,0,0,,0
1405,Eastbound SW 24th AVE @ SW 84th ST,Eastbound SW 24th AVE @ Nearside SW 84th ST,29.63051521,-82.43242666,0,0,0,,0
1407,Eastbound SW 24th AVE @ SW 76th ST,Eastbound SW 24th AVE @ Farside SW 76th ST,29.63042447,-82.4236321,0,0,0,,0
1409,Northbound NW 17th ST @ NW 7th AVE,Northbound NW 17th ST @ Nearside NW 7th AVE,29.65749348,-82.34455613,0,0,0,,0
1414,Northbound NW 17th ST @ NW 5th AVE,Northbound NW 17th ST @ Farside NW 5th AVE,29.6561006,-82.3445099,0,0,0,,0
1420,SW 13th St @ SW 14th Ave,Southbound SW 13 ST @ SW 13th AVE,29.63798059,-82.33942663,1,1,0,,2
1427,Holy Faith Catholic Church,Northbound NW 43rd ST @ Nearside NW 8th AVE,29.65840807,-82.38917748,0,0,0,,0
1428,FDOT Operations Center,Eastbound NW 39th AVE @ Nearside NE 52 ST,29.6734376,-82.2639662,1,1,0,,0
1430,NE 39th Ave @ Waldo Rd,Eastbound NW 39th AVE @ Nearside Waldo RD,29.68518209,-82.28982553,0,0,0,,0
1439,Cohens Temple,Northbound NE 15th ST @ Nearside NE 5th PL,29.65597636,-82.30578885,0,0,0,,0
1440,Mt. Olive Primitive Baptist Church,Southbound NE 15th ST @ Farside NE 5th PL,29.65586079,-82.30591261,0,0,0,,0
1444,Alight Apartments @ NW 12th St,Soundbound NW 12th ST @ Nearside NW 7th AVE,29.65797763,-82.33714947,0,0,0,,0
1447,Gardenia Gardens,Eastbound NE 8th AVE @ Farside NE 17th ST,29.65913486,-82.30267408,0,0,0,,0
1452,Campus Walk @ SW 9th St,Southbound SW 9th ST @ Nearside SW 8th AV,29.64510333,-82.33370177,0,0,0,,0
1453,St. Patrick Catholic Church,Westbound NE 16th AVE @ Nearside NE 2 ST,29.66662447,-82.31937533,0,0,0,,0
1454,Northeast Park,Eastbound NE 16th AVE @ Farside NE 2 ST,29.6665055,-82.31944909,0,0,0,,0
1455,Walmart Northbound,Northbound NW 23rd ST @ Nearside NW 62nd AVE,29.70991592,-82.35582366,4,1,1,Concrete,4
1457,Physical Plant Radio Road,Westbound Radio RD @ Nearside SW 34 ST,29.64231286,-82.37073272,0,0,0,,0
1458,Northside Family Housing,Eastbound Radio RD @ Nearside SW 34 ST,29.64215105,-82.37072797,0,0,0,,0
1459,Kensington South @ 38th Ter,Southbound SW 38th TER @ Farside SW 20th AVE,29.63360598,-82.38099979,0,0,0,,0
1460,Enclave 3,Eastbound SW 32nd Terrace @ Traffic Circle,29.6235224,-82.36576324,0,0,0,,0
1468,North Main Post Office,Westbound NW 14th Ave @ Farside Main Street,29.664849,-82.326118,1,0,0,,0
1469,Eastbound University Avenue @ SW 23rd DR,Eastbound W University AVE @ Nearside SW 23rd Dr,29.65216845,-82.35860125,0,0,0,,0
1470,Gainesville Women's Club,Eastbound University Ave @ Farside NW 28th St,29.65203728,-82.36471246,1,0,0,,0
1471,Westgate Plaza,Eastbound University Ave @ Nearside Nw 33rd Ct,29.652175,-82.3694,1,1,0,,0
1472,Mavis Tires,Eastbound W University Ave @ Farside SW 36th St,29.651786,-82.375868,0,0,0,,0
1473,SW 2nd Ave Fire Station,Westbound SW 2nd Ave @ Farside SW 36th St,29.65112802,-82.3770207,0,0,0,,0
1474,Mi Apa @ SW 2nd Ave,Westbound SW 2nd Ave @ Farrside SW 34th St,29.65056266,-82.37385317,1,1,0,,0
1475,President's Park,Westbound SW 2nd Ave @ Nearside SW 23rd St,29.65053981,-82.35543542,0,0,0,,0
1478,Great Lakes Carpet @ NW 53rd Avenue,Westbound NW 53rd AVE @ Nearside NW 19th ST,29.70332423,-82.34644194,0,0,0,,0
1479,Sorrento New Home Community,Westbound NW 53rd AVE @ Nearside NW 55th AVE,29.70335942,-82.35314126,0,0,0,,0
1481,Cancer/Genetics Research Complex,Eastbound Mowry Rd @ Farside SW 23 Dr,29.6381875,-82.3534949,0,0,0,,0
1482,Lake Alice Conservation Area,Westbound Mowry Rd @ Nearside SW 23 Dr,29.638446,-82.353818,1,0,0,,0
1483,Aloft Hotel,Westbound Hull RD @ Nearside SW 38th TER,29.63742192,-82.37885417,1,0,0,,0
1484,Varsity House Apartments,Northbound SW 38th TER @ Nearside Hull RD,29.636435,-82.380731,2,1,1,Metal,0
1486,Campus Circle Apartments,Southbound SW 38th TER @ Farside Hull RD,29.63679431,-82.38096554,1,1,1,Metal,8
1487,New RTS Maintenance Facility North,Northbound SE 1st St @ SE 13th AVE,29.63811265,-82.32569067,1,1,1,Metal,2
1488,New RTS Maintenance Facility South,Southbound SE 1st St @ SE 13th AVE,29.63841484,-82.32576166,0,0,0,,0
1489,Aloft Hotel @ Hull Rd Westbound,Eastbound Hull RD @ Nearside SW 37th ST,29.637295,-82.377972,1,0,0,,0
